Bereich;Schlüssel;Untergruppe;Name;Bezeichnung;Beschreibung;Deploy6 (<Alle>);Test6 (<Alle>);Identisch
intrastat;verkehrszweig;Intrastat - Allgemeines;VERKEHRSZWEIG;Verkehrszweig;Anzugeben ist unter Benutzung der nachfolgenden Codes die Art des Verkehrszweiges entsprechend dem mutmaßlichen aktiven Verkehrsmittel, mit dem die Waren das Gebiet Deutschlands verlassen.;1:Seeverkehr,2:Eisenbahnverkehr,3:Straßenverkehr,4:Luftverkehr,5:Postverkehr,7:Festinstallierte Transporteinrichtungen,8:Binnenschiffsverkehr,9:Eigenantrieb;1:Seeverkehr,2:Eisenbahnverkehr,3:Straßenverkehr,4:Luftverkehr,5:Postverkehr,7:Festinstallierte Transporteinrichtungen,8:Binnenschiffsverkehr,9:Eigenantrieb;true 2
kalk;aufstuelipos_abschliessen;Kalkulation - Abschließende Nachkalkulation;AUFSTUELIPOS_ABSCHLIESSEN;Nach der abschließenden Nachkalkulation Primärposition abschließen;Wird der Kenner gesetzt, wird nach der abschließenden Nachkalkulation die Primärposition rekursiv abgeschlossen.;false;false;true 2
kalk;batchbom_count;Kalkulation - Stapelkalkulation;BATCHBOM_COUNT;Anzahl der Auftragsstücklistenpositionen, die in einem Thread kalkuliert werden;Hier tragen Sie ein, wie viele  Auftragsstücklistenpositionen bei einer Stapelkalkulation in einem Thread kalkuliert werden.;20;20;true 2
kalk;batchmasterbom_count;Kalkulation - Stapelkalkulation;BATCHMASTERBOM_COUNT;Anzahl der Stammstücklisten, die in einem Thread kalkuliert werden;Hier tragen Sie ein, wie viele  Stammstücklisten bei einer Stapelkalkulation in einem Thread kalkuliert werden.;20;20;true 2
kalk;batchproject_count;Kalkulation - Stapelkalkulation;BATCHPROJECT_COUNT;Anzahl der Projekte, die in einem Thread kalkuliert werden;Hier tragen Sie ein, wie viele Projekte bei einer Stapelkalkulation in einem Thread kalkuliert werden.;2;2;true 2
kalk;bewertung_nachkalkschema;Kalkulation - Gesamtbewertung;BEWERTUNG_NACHKALKSCHEMA;Kalkulationsschema für Nachkalkulation;Kalkulationsschema für die abschließende Nachkalkulation von Primärbedarfen.;NK-BEWERTUNG;NK-BEWERTUNG;true 2
kalk;bewertung_vorkalkschema;Kalkulation - Gesamtbewertung;BEWERTUNG_VORKALKSCHEMA;Kalkulationsschema für Vorkalkulation;"Kalkulationsschema für die automatische Vorkalkulation bei einem Zugang aus Fertigung. Dieses Schema wird ebenfalls verwendet, wenn die Funktion ""Vorkalk.-Bewertung"" auf den Seiten ""Auftragsstückliste bearbeiten"", ""Auftragsstücklistenposition bearbeiten"" und ""Auftragsstücklistenautomatik"" ausgeführt wird.";VK-BEWERTUNG;VK-BEWERTUNG;true 2
kalk;bewertung_wia_schema;Kalkulation - Gesamtbewertung;BEWERTUNG_WIA_SCHEMA;"Kalkulationsschema für Auswertung ""Ware in Arbeit""";"Kalkulationsschema für die Auswertung ""Ware in Arbeit"". Dieses Kalkulationsschema wird beim Festschreiben der Bestände nach Abschluss einer Buchungsperiode verwendet, um die in Arbeit befindlichen Materialien und Halbfertigprodukte zu bewerten.";WIA-BEWERTUNG;WIA-BEWERTUNG;true 2
kalk;bezugsk;Kalkulation - Vorkalkulation;BEZUGSK;Zuschlagssatz Bezugskosten für Einkaufsteile in %;;0;0;true 2
kalk;bezugskostenelement;Kalkulation - Allgemeines;BEZUGSKOSTENELEMENT;Standard-Kostenelement für Bezugskosten;Hier tragen Sie ein, welchem Kostenelement die Bezugskosten zugewiesen werden.;;;true 2
kalk;copyvorkalk;Kalkulation - Vorkalkulation;COPYVORKALK;Kopieren von Angebot / Auftrag;Ist der Kenner gesetzt, so wird beim Kopieren eines Angebotes / Auftrages auch die Vorkalkulation mitkopiert.;true;true;true 2
kalk;evaluateaufvk;Kalkulation - Vorkalkulation;EVALUATEAUFVK;Auftragsvorkalkulation beim Nachauflösen auswerten;Falls dieser Schalter aktiviert ist, werden die Material- und Arbeitsgang-Strukturen der Auftragsvorkalkulation beim Nachauflösen bzw. Betriebsauftrag ausgewertet und haben für die jeweilige Baugruppe Vorrang vor den Stamm-Stücklisten und Stamm-Arbeitsplänen;true;true;true 2
kalk;fremdmontageelement;Kalkulation - Allgemeines;FREMDMONTAGEELEMENT;Standard-Kostenelement für Fremdmontagekosten;Hier tragen Sie ein, welchem Kostenelement die Fremdmontagekosten zugewiesen werden.;K05;K05;true 2
kalk;gesamtbewertung;Kalkulation - Gesamtbewertung;GESAMTBEWERTUNG;Gesamtbewertung;"<b>Hinweis</b>: Deaktivieren Sie den Schalter nur, wenn Sie auch sonst auf eine Kalkulation mit APplus verzichten und das Modul
""Kalkulation"" nicht erworben haben.<br/><br/>
Dieser Schalter steuert die automatische VK-Bewertung.<br/><br/>
Ist der Schalter gesetzt, kann eine Einlagerung aus einem Fertigungsauftrag bzw. Wareneingang für Fremdmontage nur noch gebucht werden, wenn zuvor eine VK-Bewertung
stattgefunden hat. Falls keine VK-Bewertung stattgefunden hat, wird sie im Zuge der Zugangsbuchung automatisch mit dem
unten angegebenen Kalkulationsschema durchgeführt.<br/><br/>
Ist der Schalter nicht gesetzt, werden für Zugänge aus Fertigung bzw. für Wareneingänge für Fremdmontagen die Werte des jeweiligen Inventurpreises übernommen.";true;true;true 2
kalk;mgk;Kalkulation - Vorkalkulation;MGK;Zuschlagssatz Materialgemeinkosten für Einkaufsteile in %;;0;0;true 2
kalk;mtzkostenelement;Kalkulation - Allgemeines;MTZKOSTENELEMENT;Standard-Kostenelement für Materialteuerungszuschläge;Hier tragen Sie ein, welchem Kostenelement die Materialteuerungszuschläge zugewiesen werden.;;;true 2
kalk;nk_automatik;Kalkulation - Abschließende Nachkalkulation;NK_AUTOMATIK;Nachkalkulation in Perioden-Abschluss-Automatik vorbelegen;Wird der Kenner gesetzt, wird in Perioden-Abschluss-Automatik als erste durchzuführende Aufgabe Nachkalkulations-Funktion vorgeschlagen. Wird der Kenner nicht gesetzt, enthält Perioden-Abschluss-Automatik die Nachkalkulations-Funktion nicht.;true;true;true 2
kalk;nk_conditions;Kalkulation - Abschließende Nachkalkulation;NK_CONDITIONS;Bedingungsprüfung in Perioden-Abschluss-Automatik vorbelegen;Wird der Kenner gesetzt, wird der Schalter <b>auf Voraussetzungen prüfen</b> in Perioden-Abschluss-Automatik vorbelegt. Wird der Schalter aktiviert, werden die Nachkalkulationen aus einem Periodenabschluss heraus unter Berücksichtigung der hinterlegten Vorbedingungen für Nachkalkulationen der Primärpositionen ausgeführt. Wird der Schalter nicht aktiviert, werden zum Periodenabschluss hin alle abgeschlossenen Primärpositionen nachkalkuliert.;false;false;true 2
kalk;nk_puffer;Kalkulation - Abschließende Nachkalkulation;NK_PUFFER;Puffer für abschließende Nachkalkulation nach Fertigung in Tagen;Diese Einstellung betrifft den täglichen Nachkalkulationslauf. Wird hier eine Zahl > 0 eingetragen, so wird eine Primärposition nach ihrer Fertigmeldung erst nach der hier eingegebenen Anzahl der Tagen nachkalkuliert, auch wenn alle Unterpositionen die Bedingungen dafür erfüllen.;0;0;true 2
kalk;nk_updateinvpreis;Kalkulation - Gesamtbewertung;NK_UPDATEINVPREIS;Inventurkostenelemente nach der abschließenden Nachkalkulation im Falle nicht vorhandenen Lagerbelegungen aktualisieren;Wird der Schalter gesetzt, werden Inventurkostenelemente nach der abschließenden Nachkalkulation aktualisiert, falls für den Artikel keine Lagerbelegungen existieren.;false;false;true 2
kalk;noaufvknoaplan;Kalkulation - Vorkalkulation;NOAUFVKNOAPLAN;Fehlender Betriebsauftrag in der Auftragsvorkalkulation;Falls dieser Schalter aktiviert ist, so werden für Auftragsstücklistenpositionen, welche aus einer Auftragsvorkalkulation erstellt werden und welche keine Arbeitsgänge definiert haben, die Stamm-Arbeitspläne nicht ausgewertet.;false;false;true 2
kalk;nobestandelement;Kalkulation - Allgemeines;NOBESTANDELEMENT;Standard-Kostenelement für Entnahmen nicht bestandsgeführter Artikel;Hier tragen Sie ein, welchem Kostenelement die Kosten für Entnahmen nicht bestandsgeführter Artikel zugewiesen werden.;K16;K16;true 2
kalk;noprotokoll;Kalkulation - Preise;NOPROTOKOLL; Preise im Artikelstamm nach der Kalkulation bei fehlenden Preisen nicht protokollieren;Ist dieser Schalter aktiviert, werden die Preise im Artikelstamm nach einer Kalkulation mit den Optionen PROTOKOLL und PROTOKOLLSTD nicht protokolliert, falls die Kalkulation auf Objekte mit fehlenden Preisen trifft.;true;true;true 2
kalk;nthreads;Kalkulation - Stapelkalkulation;NTHREADS;Anzahl der Threads, die parallel laufen sollen;Hier tragen Sie ein, wie viele Threads bei einer Stapelkalkulation parallel laufen sollen.;2;2;true 2
kalk;preisart_fek;Kalkulation - Allgemeines;PREISART_FEK;Standard-Preisart für Fertigungseinzelkosten;Preisart für die Berechnung der Kostenelemente für die Zeitbuchungen der Lagerbewegungsart KT.<br/><b>Hinweis.</b> Diese Preisart wird bei der Vorkalkulation verwendet, wenn keine andere Preisart explizit angegeben ist.;INVPREIS_FEK;INVPREIS_FEK;true 2
kalk;preiselement;Kalkulation - Allgemeines;PREISELEMENT;Standard-Kostenelement für Materialeinzelkosten;Hier tragen Sie ein, welchem Kostenelement die Materialeinzelkosten zugewiesen werden.;K01;K01;true 2
kalk;projektpoc_nkschema;Kalkulation - Projekt POC;PROJEKTPOC_NKSCHEMA;Kalkulationsschema für Nachkalkulation für Projekt-POC Bewertung;"Kalkulationsschema für die automatische Nachkalkulation im Rahmen einer POC-Bewertung eines Projekts. <br> Das Ergebnis wird im Feld ""Istkosten"" gespeichert.";NK-PROJEKT-POC;NK-PROJEKT-POC;true 2
kalk;projektpoc_prognoseschema;Kalkulation - Projekt POC;PROJEKTPOC_PROGNOSESCHEMA;Kalkulationsschema für Prognosekalkulation für Projekt-POC Bewertung;"Kalkulationsschema für die automatische Prognosekalkulation im Rahmen einer POC-Bewertung eines Projekts. <br> Das Ergebnis wird im Feld ""Prognosekosten"" gespeichert.";PROGNOSE-POC;PROGNOSE-POC;true 2
kalk;projektpoc_vkmax;Kalkulation - Projekt POC;PROJEKTPOC_VKMAX;Das maximale Ergebnis von zwei Vorkalkulationen für die Projekt POC-Bewertung verwenden;"<p>Ist dieser Kenner gesetzt, dann werden bei der POC-Bewertung eines Projektes zwei Vorkalkulationen durchgeführt: </p>
<p>* eine Vorkalkulation mit der Kalkulationsoption PROJEKTVK um die Kosten der Vorkalk-Auftragsstückliste zu ermitteln </p>
<p>* eine weitere Vorkalkulation mit der Kalkulationsoption PROJEKTERF um die Kosten der Produktions-Auftragsstückliste (Erfüller) zu ermitteln </p>
<p> Das maximale Ergebnis aus diesen beiden Vorkalkulationen wird als Soll-Kosten für die POC-Bewertung verwendet. </p>
<p> &nbsp; </p>
<p> Diese Option sollten Sie nur verwenden, wenn Sie mit wachsenden Auftragsstücklisten arbeiten. </p>";false;false;true 2
kalk;projektpoc_vkschema;Kalkulation - Projekt POC;PROJEKTPOC_VKSCHEMA;Kalkulationsschema für Vorkalkulation für Projekt-POC Bewertung;"Kalkulationsschema für die automatische Vorkalkulation im Rahmen einer POC-Bewertung eines Projekts. <br> Das Ergebnis wird im Feld ""Plankosten"" gespeichert.";VK-PROJEKT-POC;VK-PROJEKT-POC;true 2
kalk;removecalc_count;Kalkulation - Stapelkalkulation;REMOVECALC_COUNT;Anzahl der Kalkulationen, die in einem Thread gelöscht werden;Hier tragen Sie ein, wie viele Kalkulationen beim Löschen von Kalkulationen in einem Thread gelöscht werden werden.;50;50;true 2
kalk;servicezeitraum;Kalkulation - Allgemeines;SERVICEZEITRAUM;Auswertungszeitraum Servicekosten;Über dieses Feld steuern Sie, welcher Zeitraum bei der Ermittlung der Servicekosten zu einem Wartungsvertrag berücksichtigt werden soll. Bitte tragen Sie die entsprechende Anzahl Kalendertage ein. Der Vorgabewert bei einem leeren Feld beträgt 365 Tage. Der Zeitraum bezieht sich auf das Feld 'Erstellt am' im Serviceauftrag.;;;true 2
kalk;stdlohngruppe;Kalkulation - Allgemeines;STDLOHNGRUPPE;Standard-Lohngruppe;"Vorbelegung der Standard-Lohngruppe. Diese Lohngruppe wird verwendet, wenn keine andere Lohngruppe explizit angegeben ist. Lohngruppen werden auf der Bildschirmseite <I>Kapazitätsstellen&nbsp;- Maschinengruppen</I> verwendet.";Fertigung;Fertigung;true 2
kalk;stueli_incl_inactive;Kalkulation - Vorkalkulation;STUELI_INCL_INACTIVE;Stammstücklistenvorkalkulation: Nicht aktive Artikel berücksichtigen;Falls dieser Schalter aktiviert ist, werden nicht aktive Artikel bei der Vorkalkulation einer Stammstückliste berücksichtigt.;false;false;true 2
kalk;transfervorkalk;Kalkulation - Vorkalkulation;TRANSFERVORKALK;Auftrag aus Angebot erstellen;Ist der Kenner gesetzt, so wird beim Erstellen eines Auftrages aus einem Angebot auch die Vorkalkulation mitkopiert.;true;true;true 2
kalk;update_vkangpreis;Kalkulation - Vorkalkulation;UPDATE_VKANGPREIS;Preisübernahme aus Vorkalkulation in die Angebotsposition nach Mengenänderung;"Wird dieser Schalter aktiviert, wird nach einer Mengenänderung in der Angebotsposition die Vorkalkulation erneut durchgeführt und der von der Vorkalkulation ermittelte neue Verkaufspreis in die Angebotsposition übernommen.<br/>
<b>Hinweis.</b> Die Preisübernahme nach einer Mengenänderung findet nur dann statt, wenn die Vorkalkulation zur Angebotsposition schon existiert.";false;false;true 2
kalk;updonfly;Kalkulation - Vorkalkulation;UPDONFLY;Sofortige Aktualisierung der Vorkalkulation;Falls dieser Schalter aktiviert ist, so werden bei einer Änderung der Vorkalkulation die Kostenelemente neu berechnet.;true;true;true 2
kalk;usecache;Kalkulation - Allgemeines;USECACHE;Cache aktivieren;"Falls gesetzt, werden Stammdaten, die bei der Kalkulation benötigt werden, beim ersten Zugriff in den Cache geschrieben. Anschließende Zugriffe auf diese Daten erfolgen dann nicht mehr über die Datenbank, sondern über den Cache.<br/><br/>
Verwendete Tabellen: KOSTENELEMENT, GEMEINKOSTENDEF, KOREBEWEGUNG, KOREBEWEGUNGELEMENT, KALKREGELFELDER, MAGRELEMENT, LOHNGRUPPEELEMENT";false;false;true 2
kalk;usescript;Kalkulation - Allgemeines;USESCRIPT;Regeln aktivieren;Falls gesetzt, werden Verdichtungsregeln und Bewegungsregeln mit Scriptfragmenten ausgewertet. Dies kann Auswirkungen auf das Laufzeitverhalten haben. <B>WICHTIG: Die Aktivierung des Schalters ist bei einem Einsatz von Kostengruppen nicht sinnvoll. Die Script-Engine unterstützt keine Kostengruppen und ersetzt daher alle Kostengruppen durch den einen Default-Wert.</B>;false;false;true 2
kalk;vbpreis_mtz;Kalkulation - Vorkalkulation;VBPREIS_MTZ;MTZ bei Vorkalkulation über Standardpreis erzeugen;Ist der Schalter aktiviert, werden im Falle einer Vorkalkulation mit der Option VBPREIS Materialteuerungszuschläge berechnet. Ist der Schalter nicht aktiviert, werden Materialteuerungszuschläge nicht berücksichtigt.;false;false;true 2
kalk;vglkalkdiff;Kalkulation - Allgemeines;VGLKALKDIFF;Zulässige Abweichung beim Vergleich der Vor- und Nachkalkulation;Der angegebene Prozentsatz wird dafür verwendet, um bei dem Vergleich einer Vorkalkulation mit einer Nachkalkulation bei einer Abweichung, welche größer als die Eingabe ist, die Nachkalkulation farbig zu markieren.;0;0;true 2
kalk;vk_bei_zugang;Kalkulation - Gesamtbewertung;VK_BEI_ZUGANG;Vorkalkulation bei jedem Zugang;Wird der Schalter gesetzt, wird vor jedem Zugang aus Fertigung die Vorkalkulation erneut durchgeführt und die Daten der VK-Bewertung in der Auftragsstücklistenposition aktualisiert.;false;false;true 2
kalk;vk_updateinvpreis;Kalkulation - Gesamtbewertung;VK_UPDATEINVPREIS;Inventurkostenelemente im Rahmen einer Vorkalkulationsbewertung im Falle nicht vorhandenen Lagerbelegungen und fehlenden Inventurpreises aktualisieren;Wird der Schalter gesetzt, werden Inventurkostenelemente eines Artikels im Rahmen einer Vorkalkulationsbewertung von Auftragsstücklistenpositionen auf das Kalkulationsergebnis gesetzt, falls für den Artikel keine Lagerbelegungen existieren und keine Durchschnittskostenelemente im Artikelstamm eingegeben wurden.;false;false;true 2
kalk;vorkalkdefaultschema;Kalkulation - Vorkalkulation;VORKALKDEFAULTSCHEMA;Default-Vorkalkulationsschema;Vorkalkulationschema, welches beim Anlegen / Kopieren einer Kalkulation verwendet wird.;VORKALKVERTRIEB;VORKALKVERTRIEB;true 2
kalk;zollkostenelement;Kalkulation - Allgemeines;ZOLLKOSTENELEMENT;Standard-Kostenelement für Zollkosten;Hier tragen Sie ein, welchem Kostenelement die Zollkosten zugewiesen werden.;;;true 2
lobu;abrechnmonat;LoBu - Allgemeines;ABRECHNMONAT;Standard-Abrechnungsmonat;Abrechnungsmonat, der beim Export der LoBu-Daten vorgeschlagen wird.;-1;-1;true 2
lobu;beraternr;LoBu - Datev;BERATERNR;Berater-Nummer;Berater-Nummer (wird nur bei Einsatz von DATEV Lodas verwendet).;;;true 2
lobu;cssdecimalsep;LoBu - CSS eGecko;CSSDECIMALSEP;Dezimal-Trennzeichen;Dezimal-Trennzeichen für Zahlenwerte.;.;.;true 2
lobu;cssfieldsep;LoBu - CSS eGecko;CSSFIELDSEP;Feld-Trennzeichen;Feld-Trennzeichen. (Dieses Merkmal wird nur für die CSV- und die XSLT-Schnittstelle ausgewertet.);,;,;true 2
lobu;csslinesep;LoBu - CSS eGecko;CSSLINESEP;Zeilen-Trennzeichen;Zeilen-Trennzeichen. (Dieses Merkmal wird nur für die CSV-Schnittstelle ausgewertet.);CRLF;CRLF;true 2
lobu;cssport;LoBu - CSS eGecko;CSSPORT;Port des Webservers;Port, über welchen mit dem Webservice kommuniziert wird. (Dieses Merkmal wird nur für die Web-Schnittstelle ausgewertet.);8004;8004;true 2
lobu;cssserver;LoBu - CSS eGecko;CSSSERVER;Webservice Server;"Name des Servers, auf dem der Dienst ""Egecko Webservice"" installiert ist. (Dieses Merkmal wird nur für die Web-Schnittstelle ausgewertet.)";LOCALHOST;LOCALHOST;true 2
lobu;lobu;LoBu - Allgemeines;LOBU;LoBu-Schnittstelle;Eingesetzte Lohnbuchhaltungs-Schnittstelle.;Excel;Excel;true 2
lobu;satzkennung;LoBu - Varial;SATZKENNUNG;Satzkennung;Satzkennung.;PZE;PZE;true 2
lobu;stammdatengueltigab;LoBu - Datev;STAMMDATENGUELTIGAB;Gültig-ab-Datum für Stammdaten;Gültig-ab-Datum für Stammdaten (wird nur bei Einsatz von DATEV Lodas verwendet).<br /><br />Format: tt/mm/jjjj;;;true 2
lobu;trennzeichen;LoBu - Datev;TRENNZEICHEN;Trennzeichen;Trennzeichen.;|;|;true 2
lobu;versiondb;LoBu - Datev;VERSIONDB;Datenbank-Version;Datenbank-Version (wird nur bei Einsatz von DATEV Lodas verwendet).;;;true 2
mawi;abs_zeitraum;MaWi - Disposition;ABS_ZEITRAUM;Absatzplan-Dispolauf: auf Zeitraum einschränken;Beim Absatzplan-Lagerdispolauf werden Bestandsunterschreitungen nur bis zum Betrachtungszeitraum (heute + Wiederbeschaffungszeit, heute + Montagezeit) ermittelt.;false;false;true 2
mawi;abwertgang;MaWi - Bewertung;ABWERTGANG;Abwertung Gängigkeit;Angabe eines Wertes zwischen 0 und 1, ab welchem ein Artikel als nicht gängig eingestuft werden soll.;0,2;0,2;true 2
mawi;anz_wbz_montz;MaWi - Disposition;ANZ_WBZ_MONTZ;Vielfaches der Wiederbeschaffungs- bzw. Montagezeit;"Wenn ""Vielfaches der Wiederbeschaffungs- bzw. Montagezeit"" im Feld ""Lagerdispolauf mit Zeithorizont"" (LDL_UNTIL) ausgewählt ist, ermittelt der Lagerdispolauf die Bedarfe bis einschließlich ""heute"" + dem Produkt der Wiederbeschaffungs- bzw. Montagezeit des hier angegebenen Wertes.";;;true 2
mawi;artstat_neg_ignorieren;MaWi - Verbrauchsstatistik;ARTSTAT_NEG_IGNORIEREN;Lagerbewegungen mit negativen Mengen ignorieren;Ist dieser Kenner gesetzt, werden Lagerbewegungen mit negativen Mengen beim Erstellen der Verbrauchsstatistik ignoriert.<br>Ist dieser Kenner nicht gesetzt, werden Lagerbewegungen, bei denen die Menge negativ ist und die als Abgang gekennzeichnet sind, beim Erstellen der Verbrauchsstatistik als Zugang gewertet. Lagerbewegungen, bei denen die Menge negativ ist und die als Zugang gekennzeichnet sind, werden beim Erstellen der Verbrauchsstatistik als Abgang gewertet.;false;false;true 2
mawi;auslassen;MaWi - Disposition;AUSLASSEN;auslassen;Nicht eindeutig spezifizierte Teile werden nicht in die Auftragsstückliste geschrieben.;false;false;true 2
mawi;autoadjustmforder;MaWi - Disposition;AUTOADJUSTMFORDER;Änderungen an Bedarfsverursacher ausgleichen;Ist der Kenner gesetzt, werden vor dem Lagerdispolauf Mengen- oder Terminänderungen an Verursachern einer Reservierung durch Mengenänderung oder Terminverschiebung von Primärbedarfen ausgeglichen.;false;false;true 2
mawi;autoadjustmforderall;MaWi - Disposition;AUTOADJUSTMFORDERALL;Änderungen an Bedarfsverursacher ohne Einschränkung auf einen konkreten Starttermin ausgleichen;"Ist der Kenner gesetzt, werden vor dem Lagerdispolauf Mengen- oder Terminänderungen an Verursachern einer Reservierung durch Mengenänderung oder 
Terminverschiebung von Primärbedarfen ohne Einschränkung auf einen konkreten Starttermin ausgeglichen.<br><p><B>Hinweis:</B> Dieser Kenner wird nur dann ausgewertet, wenn der 
Kenner ""Änderungen an Bedarfsverursacher ausgleichen"" (AUTOADJUSTMFORDER) gesetzt ist.";false;false;true 2
